Selected,Order ID,ship-city,index,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Category,Size,Courier Status,Qty,currency,Amount,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by,Day,Month,Year
No,402-4654286-1040326,Meerut,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,3XL,Shipped,< 0.125,INR,0.129481 - 0.150045,Uttar pradesh,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,405-0714436-9498738,Sunpura,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Picked Up,Merchant,Amazon.in,Standard,Top,XXL,Shipped,< 0.125,INR,< 0.0728844,Arunachal pradesh,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,405-5498694-5513105,Sunpura,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Picked Up,Merchant,Amazon.in,Standard,Top,XXL,Shipped,< 0.125,INR,< 0.0728844,Arunachal pradesh,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,402-9395916-4854762,Thane(w),0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,< 0.125,INR,0.101365 - 0.129481,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,403-8875971-0475542,New delhi,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,< 0.125,INR,0.101365 - 0.129481,Delhi,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,405-0719182-6431530,Noida,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,M,Shipped,< 0.125,INR,0.0728844 - 0.101365,Uttar pradesh,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,405-6860342-3957912,Kollancode,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,4XL,Shipped,< 0.125,INR,≥ 0.150045,Tamil nadu,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,408-4662809-0488341,New delhi,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,< 0.125,INR,< 0.0728844,Delhi,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,403-4214140-5984309,Ahmedabad,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,M,Shipped,< 0.125,INR,0.129481 - 0.150045,Gujarat,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,406-4353714-9818764,Jaipur,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,L,Shipped,< 0.125,INR,0.0728844 - 0.101365,Rajasthan,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,403-7757481-2067505,Jammalamadugu,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,S,Shipped,< 0.125,INR,< 0.0728844,Andhra pradesh,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,171-0143404-8785906,Mumbai,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,S,Shipped,< 0.125,INR,≥ 0.150045,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,404-0683461-9578741,Visakhapatnam,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XS,Shipped,< 0.125,INR,0.0728844 - 0.101365,Andhra pradesh,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,171-4604829-0593951,Kalyan,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,< 0.125,INR,0.101365 - 0.129481,Maharashtra,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,405-7455785-1345922,Thane,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XXL,Shipped,< 0.125,INR,0.0728844 - 0.101365,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,171-3552788-4192343,Mumbai,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,< 0.125,INR,0.101365 - 0.129481,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,405-2377002-5859562,Ahmedabad,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,XL,Shipped,< 0.125,INR,0.101365 - 0.129481,Gujarat,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,408-7091506-3583515,Lucknow,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Ethnic Dress,3XL,Shipped,< 0.125,INR,≥ 0.150045,Uttar pradesh,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,408-8127776-5134741,Jalandhar,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,3XL,Shipped,< 0.125,INR,0.101365 - 0.129481,Punjab,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,405-0272121-4327562,Sitamarhi,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XS,Shipped,< 0.125,INR,≥ 0.150045,Bihar,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,402-9678126-0901152,Kolkata,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,XL,Shipped,< 0.125,INR,0.129481 - 0.150045,West bengal,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,406-6126220-0459547,Gurugram,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,XS,Shipped,< 0.125,INR,0.129481 - 0.150045,Haryana,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,171-4731670-5764335,Tiruchirappalli,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,S,Shipped,< 0.125,INR,< 0.0728844,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,403-8948822-5737955,Chennai,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,L,Shipped,< 0.125,INR,0.129481 - 0.150045,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,404-0612403-5510701,Mumbai,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,3XL,Shipped,< 0.125,INR,0.129481 - 0.150045,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,406-8809691-2920320,Pune,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,< 0.125,INR,0.129481 - 0.150045,Maharashtra,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,171-6695449-8676316,Guwahati,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,XXL,Shipped,< 0.125,INR,0.101365 - 0.129481,Assam,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,405-5117325-2757914,Hyderabad,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,L,Shipped,< 0.125,INR,0.101365 - 0.129481,Telangana,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,405-7283211-2975554,Kolkata,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,< 0.125,INR,≥ 0.150045,West bengal,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,405-4671407-8563558,Chennai,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XXL,Shipped,< 0.125,INR,0.0728844 - 0.101365,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,405-4671407-8563558,Chennai,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,3XL,Shipped,< 0.125,INR,0.101365 - 0.129481,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,405-0475707-4024315,Bikaner,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,XS,Shipped,< 0.125,INR,≥ 0.150045,Rajasthan,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,408-0892368-2009101,Pune,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Western Dress,M,Shipped,< 0.125,INR,0.129481 - 0.150045,Maharashtra,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,403-8374537-5805959,Lucknow,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Set,3XL,Shipped,< 0.125,INR,0.0728844 - 0.101365,Uttar pradesh,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,171-3615520-4116301,Tiruchirappalli,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XS,Shipped,< 0.125,INR,< 0.0728844,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,403-3385157-8759501,Secunderabad,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,XXL,Shipped,< 0.125,INR,0.129481 - 0.150045,Telangana,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,408-0203022-5965130,Varanasi,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XXL,Shipped,< 0.125,INR,< 0.0728844,Uttar pradesh,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,405-4759542-5443518,Hyderabad,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Ethnic Dress,XXL,Shipped,< 0.125,INR,< 0.0728844,Telangana,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,408-1917939-4274769,Mumbai,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,M,Shipped,< 0.125,INR,< 0.0728844,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,405-6386089-9425911,Mumbai,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,< 0.125,INR,0.101365 - 0.129481,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,171-1007368-9417936,Pune,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blouse,M,Shipped,< 0.125,INR,0.101365 - 0.129481,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,403-3149671-8521919,Rajahmundry,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XXL,Shipped,< 0.125,INR,< 0.0728844,Andhra pradesh,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,402-4423461-3030731,Chennai,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,< 0.125,INR,≥ 0.150045,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,402-4423461-3030731,Chennai,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,< 0.125,INR,≥ 0.150045,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,408-6130033-0675550,Bengaluru,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,XL,Shipped,< 0.125,INR,0.129481 - 0.150045,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,402-4275640-2180331,Edappally,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,M,Shipped,< 0.125,INR,0.129481 - 0.150045,Kerala,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,406-8980411-3633139,Gurugram,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XXL,Shipped,< 0.125,INR,≥ 0.150045,Haryana,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,171-5512531-7385153,Bhopal,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,< 0.125,INR,0.101365 - 0.129481,Madhya pradesh,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,405-0278732-6142747,Amalapuram,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Blouse,Free,Shipped,< 0.125,INR,0.0728844 - 0.101365,Andhra pradesh,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,408-0954707-5288337,Navi mumbai,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,M,Shipped,< 0.125,INR,0.129481 - 0.150045,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,402-1643619-7334761,Narasaraopet,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,3XL,Shipped,< 0.125,INR,0.0728844 - 0.101365,Andhra pradesh,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,171-1814553-2725109,Pune,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,XXL,Shipped,< 0.125,INR,0.129481 - 0.150045,Maharashtra,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,407-1482122-5445950,Noida,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,XL,Shipped,< 0.125,INR,0.0728844 - 0.101365,Uttar pradesh,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,171-6587903-8189904,Etawah,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,L,Shipped,< 0.125,INR,0.129481 - 0.150045,Uttar pradesh,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,406-5706382-0696350,Manjeri p.o,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,XXL,Shipped,< 0.125,INR,0.129481 - 0.150045,Kerala,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,406-5706382-0696350,Manjeri p.o,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,XS,Shipped,< 0.125,INR,0.129481 - 0.150045,Kerala,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,402-8520216-8069936,Uttarkashi,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,< 0.125,INR,0.101365 - 0.129481,Uttarakhand,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,403-1519431-3600341,Feroke,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,S,Shipped,< 0.125,INR,0.0728844 - 0.101365,Kerala,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,407-0409538-5275541,New delhi,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,< 0.125,INR,0.101365 - 0.129481,Delhi,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,402-0528390-8964303,Pune,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,S,Shipped,< 0.125,INR,≥ 0.150045,Maharashtra,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,408-9729181-6947522,Lucknow,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,M,Shipped,< 0.125,INR,0.0728844 - 0.101365,Uttar pradesh,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,403-9841534-4305140,Bettiah,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Set,XL,Shipped,< 0.125,INR,≥ 0.150045,Bihar,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,402-3057947-7326750,Chennai,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,M,Shipped,< 0.125,INR,0.129481 - 0.150045,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,404-2598689-2274712,Bengaluru,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,< 0.125,INR,≥ 0.150045,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,403-0581356-6157165,Maunath bhanjan,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,S,Shipped,< 0.125,INR,0.0728844 - 0.101365,Uttar pradesh,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,408-8571787-7192312,Jaipur,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,S,Shipped,< 0.125,INR,0.101365 - 0.129481,Rajasthan,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,408-7179059-4859549,Kasaragod,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XL,Shipped,< 0.125,INR,< 0.0728844,Kerala,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,405-4704805-9090752,Bapatla,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blouse,XXL,Shipped,< 0.125,INR,0.101365 - 0.129481,Andhra pradesh,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,406-3176737-0847500,Hyderabad,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,XL,Shipped,< 0.125,INR,0.0728844 - 0.101365,Telangana,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,405-9859324-6052344,Bengaluru,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XS,Shipped,< 0.125,INR,≥ 0.150045,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,407-2748600-2093902,Naharkatiya,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,S,Shipped,< 0.125,INR,0.129481 - 0.150045,Assam,≥ 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,406-9717711-6377930,Devanahalli,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,3XL,Shipped,< 0.125,INR,0.101365 - 0.129481,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,171-7716494-8737963,Hyderabad,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,XXL,Shipped,< 0.125,INR,0.129481 - 0.150045,Telangana,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,403-5577830-4777139,Chinchinim,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,M,Shipped,< 0.125,INR,< 0.0728844,Goa,0.185215 - 0.40401,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,405-8000738-4845145,New delhi,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,< 0.125,INR,≥ 0.150045,Delhi,< 0.185215,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,407-4045038-7825153,Bengaluru,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Kurta,3XL,Shipped,< 0.125,INR,0.0728844 - 0.101365,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,171-3770591-5633945,Nashik,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XS,Shipped,< 0.125,INR,< 0.0728844,Maharashtra,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
No,408-4003472-6279507,Hyderabad,0.379894 - 0.559268,2022-05-16 12:00:00 - 2022-06-06 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,XXL,Shipped,< 0.125,INR,0.129481 - 0.150045,Telangana,0.40401 - 0.56368,IN,False,Easy Ship,0.5833333 - 0.75,0.5 - 0.833333,single_value
